Kategorie;Funktion;Produkt;Kurzbeschreibung;Synonyme;Beschreibung;ORBIS U Technologie?;ORBIS U Spezifkation;Orbis U Docker Compose;Service Names;OAS Technologie?;OAS Spezifikation;JAIF Technologie?;ORBIS Mobile Technologie?;Bemerkung;Notwendige Drittprodukte;Produkt Ansprechpartner;Applikations-Support Dedalus;Technische Spezifikation;Kurzfunktions-beschreibung;AMS SIP RfC;Lizenz;Released for Sale;Released for Delivery;PL-Leitfaden;ORBIS Roadmap;History;Geändert am
ORBIS;ORBIS U Schnittstelle Imprivata;Technische Komponente;Imprivata_Auth;ORBIS Imprivata Integration for Authentication;Integration der Imprivata-Schnittstelle zur Authentifizierung an ORBIS um Authentifizierungsmerkmale aus Imprivata zu nutzen (u.a. Näherungskarten und Fingerabdruckscanner) über spez. Kartenlesegeräte (SmartCard, SSO);Ja;orbis-auth/ CustInst.: Nein;docker-compose-orbis-auth.yml;;Nein;;Nein;Nein;"Imprivata als Client-Anwendung.
Nutzung des orbis-auth ORBIS U Containers (analog TouchID)";Fremdprodukt der Firma Imprivata;Paul Hammes;Nein;;"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=76813302"""" target=""_blank"">76813302 </a>";20210805-0000002-0005966;IMPRIVATA_AUTH: ORBIS Imprivata Integration for Authentication (2215);Ja;Ja;;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392128\u0026session=14068159173354\u0026cs=3fWx7YCaEDuVX0FM7cQcmTRccjsf8qGTuL9yZi3mD40zm2V7Gt58r6jBpngpJRjLQ-8A06pAym2J2j313wYaADQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 16:08
ORBIS;ORBIS U Patient Handout;Mobile;;"ORBIS U Patient Self Assessment (PSA)
ORBIS Kiosk; Anamnesis By Patient";Ermöglicht es einem Patienten oder Angehörigen über ein Apple iPad, Daten in für ihn ausgewählte ORBIS U-Dokumente (auch kundenspezifische Assessments) einzutragen, um zum Beispiel Wartezeiten in Ambulanzen und/oder vor Sprechstundenterminen sinnvoll zu nutzen oder nach einer stationären Aufnahme Daten zu erfassen (z.B. in Eigenanamnese).;Ja;orbis-4u/ CustInst.: Nein<br>assessments/ CustInst.: Nein<br>patient-handout/ CustInst.: Nein;docker-compose-patient-handout.yml;patient-handout/ CustInst.: Nein;Nein;;Nein;Ja;Patient trägt auf Apple iPad eigenständig im zugewiesenen UDOC Assessment Daten ein;;Stefanie Gruarin / Marc Thome / (Jean-Michel Mially);Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/6FE27D63-9DAF-4801-853D-0B233C4C9B0B?nodeType=DOCUMENT"""" target=""_blank"">6FE27D63-9DAF-4801-853D-0B233C4C9B0B </a>";Kein RfC;PATHANDOUT_BASE: Patient Handout - Base Function (3481) (ehem. PATKIOSK_BASE);Ja;Ja;Ja;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392123\u0026session=14068159173354\u0026cs=3irmvvp8Nu4Uy7bjqFD5DGwoz6V4PiaHtk0u6f2yl3TV-_uhNoHGSo2i7Qv8-xb1g39wjF9qFasgcdg7BWKmubQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:33
ORBIS;Psychosomatischer Arbeitsplatz;;;PSYSO, 	PSYSO_DACH;;Ja;orbis-4u/ CustInst.: Nein<br>udoc-configurator/ CustInst.: Nein<br>assessments/ CustInst.: Nein<br>pdf-server/ CustInst.: Nein;;;Nein;;Nein;Nein;;;Pascal Vette, Philipp Ruisinger;Nein;;;;;;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1425832\u0026session=14068159173354\u0026cs=3Z-gc9cEUKTWdCfFNW52E_XbFkJ03-bZoSQWQD2BKUQqQicjtCN2Z_MyzQHQYQm6sfzgIdPEk1uM-w-vTmZ2n_w\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";19.01.2024 16:35
ORBIS;ORBIS Speech Assistant;Speech;;ORBIS Speech Co-Pilot, Corti, Assistent;"zur automatischen Erstellung von Konsultationsberichten aus einem Arzt-/Patientengespräch als Berichtsentwürfe, die dann von qualifizierten Fachleuten (Ärzten, klinischen Zielanwendern) überprüft, geändert und genehmigt (unterschrieben) werden. 
Erster Anwendungsfall: Integration im ORBIS Cockpit Notaufnahme.";Ja;orbis-agent/ CustInst.: Nein<br>orbis-speech/ CustInst.: Nein<br>speech-u/ CustInst.: Nein;"docker-compose-speech-u.yml, docker-compose-orbis-speech.yml; docker-compose-orbis-agent.yml";;Nein;;Nein;Nein;"Freigabe sukzessive UseCase-basierend
- erster UseCase: AddOn ""Cockpit Notaufnahme"" (Freigabe Dez 2025 erfolgt)";"corti Assistant (https://assistant.corti.ai/de)
KI Dritthersteller ""Corti"" Integration (Cloud-Lösung) -> https://www.corti.ai/";Jan Rusch (Wolfgang Gügel);Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/https://confluence.dedalus.com/spaces/ISC/pages/635618809/Functional+Description+in+PROs?moved=true?nodeType=DOCUMENT"""" target=""_blank"">https://confluence.dedalus.com/spaces/ISC/pages/635618809/Functional+Description+in+PROs?moved=true </a>";;SPEECH_ASSISTANT: ORBIS Speech Assistant (60334);Ja;Ja;;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1633076\u0026session=14068159173354\u0026cs=3kzE6p0vEWkjI72tIogC8RGBq1o5htTw9Bq8DUERRM52-YHRs4cYUzy7jUcWOMGJ2vhgg8Y530cSYnsIXcWOmTg\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";03.03.2026 04:59
ORBIS;ORBIS Endoskopie - DOSE;;;;"Integration ORBIS Endo mit Dosismanagement
-> Export der Daten im HL7-Format";Nein;;;;Nein;;Nein;Nein;;;;Nein;;;;;;Nein;;;;21.07.2023 15:56
ORBIS;ORBIS U Composer;U Composer;;Neuer Formular Composer auf ORBIS U Basis;;Ja;orbis-4u/ CustInst.: Nein<br>udoc-configurator/ CustInst.: Nein<br>assessments/ CustInst.: Nein<br>pdf-server/ CustInst.: Nein<br>dashboards/ CustInst.: Nein;docker_compose-dashboards.yml, docker-compose-nursing.yml;;Nein;;Nein;Nein;;;;Nein;;;;;;Nein;;;;14.02.2024 15:29
ORBIS;ENDO_RDG;;ENDO_RDG;Reinigungs- und Desinfektions-Geräte;Schnittstelle zu Wasch- & Desinfektions-Maschinen;Nein;;;;Nein;;Nein;Nein;CPL Funktion mit zus. Windows Service zur Übertragung Desinfektionsprotokoll nach HYD/Orbis;Windows Dienst auf einer VM;Stefan Schlüter;Nein;;"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=72418899"""" target=""_blank"">72418899 </a>";Kein RfC;ENDO_RDG 11265;;Ja;Ja;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392071\u0026session=14068159173354\u0026cs=3WS8lKIpwQ4-95z-uR2T1yOzFeiPYlCKEUDexaTTl4EkQUxE3Xe6IL-kOLfMrIfPdHFP6wpW3zbzLNxkoy4aAbg\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";08.11.2022 10:42
TIP;TIP HCE Smart - HYDMedia;;;TIP Hce smart;HCe Smart Modul für HYDMedia;Nein;;;;Nein;;;Nein;;;;;;;Kein RfC;;;;;;;06.12.2021 07:27
ICAS;Engage Suite (Advanced Questionnaires);;;Erweiterte Fragebögen;Addon: Patienten Fragebögen;Nein;;;;Nein;;;Nein;;Mitch&Mates Questionnaires (über Agfa);Frank Unglauben;;;;Kein RfC;;;;;;;03.12.2021 14:14
ORBIS;ORBIS U Kodierarbeitsplatz;;DRG Workplace U;"ORBIS U DRG Workplace
Dedalus Grouper DRG";"ORBIS U Technologie mit Container ""rico_u"" für den Kodierarbeitsplatz benötigt.
Ablösung des 3M Groupers (Ende 2026 abgekündigt)";Ja;;;;Nein;;Nein;Nein;Aktuell Konzeptphase;;Timo Abbt;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/C8645D5D-DF9E-4635-8FF5-491C05358669?nodeType=DOCUMENT"""" target=""_blank"">C8645D5D-DF9E-4635-8FF5-491C05358669 </a>";;;Nein;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1633075\u0026session=14068159173354\u0026cs=3BE1N31zn0cUbtqaP_23aowWEthAHB8tEIQn16U6-X0QAco3Upf7bKqc-1ESFZuH_wkcddRYvaI96Z6cJmu1_qA\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";29.01.2026 15:23
ORBIS;ORBIS NIS;;Venus;Venus HotLab;;Nein;;;;Nein;;;Nein;;NiceSoft Venus Hotlab;Marcus Muth;;;;"20131127-0002-002293
NEU: 20190118-0002-005213";;;;;;;03.12.2021 13:23
ORBIS;ORBIS U Pflege Assessments;Pflege;;Nursing Assessments, Standard Assessments;"stellt eine Reihe von pflegerischen Assessments für den
Anwender zur Verfügung (u.a. Bradon, Waterlow, Glasgow-Koma-Skala, Barthel)";Ja;orbis-4u/ CustInst.: Nein<br>udoc-configurator/ CustInst.: Nein<br>assessments/ CustInst.: Nein<br>pdf-server/ CustInst.: Nein;docker-compose-nursing.yml;;Nein;;Nein;Nein;Einbettung in ORBIS Mobile Foundation möglich (dann Basis-OAS für Mobile notwendig).;;Simone Schneider, Michael Reiter;Nein;"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=73081360"""" target=""_blank"">73081360 </a>";"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=76070831"""" target=""_blank"">76070831 </a>";Kein RfC;NURS_U_ASS (9438);Ja;Ja;Ja;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392124\u0026session=14068159173354\u0026cs=3Y3ITB6BiO1wJDjibPrOvyXZ6dvV6Ea5HD7Yu1k1v38YzpcZrU-54ivOQgmULYzEDwSaaMyu7dIC4luRK47Rs_A\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:35
ORBIS;ORBIS eRezept;TI;EREZEPT;Elektronisches Rezept;;Ja;ehealth-xds/ CustInst.: Nein;docker-compose-ehealth-xds.yml;ehealth-xds/ CustInst.: Nein;Nein;;Nein;Nein;gemeinsame Nutzung des ePA ehealth-xds Containers;;Daniela Ewen;Nein;;;Kein RfC;;Nein;Ja;Ja;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392092\u0026session=14068159173354\u0026cs=3BgFUJS8uJy7QfJnLZLkCFDi62gesjjKm3fLCF_83q-1LcRSdeE1FiUFx1g9vlu9zN-cTMHtaHLb9RK-eRW_GeQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";21.01.2026 14:18
ORBIS;ORBIS Intelligent Text Engine;;;Text Adapter, Textadapter, Rephraser, Umformulierung, ITE;"KI-basierte Umformulierung von Texten in ORBIS NICE und UDOCs
Dedalus managed Cloud (AWS) Anbindung notwendig (Voraussetzung zum Zugriff auf URL über Kunden Internet Proxy)";Ja;u-textmacros/ CustInst.: Ja<br>ai-gateway/ CustInst.: Nein;;u-textmacros/ CustInst.: Ja<br>ai-gateway/ CustInst.: Nein;Nein;;Nein;Nein;"seit 84.43.04 wird AI Gateway zum Verbindungsaufbau zu AWS Bedrock AI benötigt. 
Für reinen Betrieb von ITE in ORBIS NICE Formularen ist der u-textmacros-container NICHT notwendig. Dieser steuert die Funktionen in ORBIS U Formularen (noch nicht zur Benutzung freigegeben).";Dedalus Managed Clound (powered by AWS);"Daniel Rheinländer; Hans Katzenberger";Nein;;;;"TEXTADAPTER: ORBIS Intelligent Text Engine (60302)
AI_GATEWAY: AI Gateway (60315)";Nein;Nein;;Nein;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1817763\u0026session=14068159173354\u0026cs=3iNUWPc-pvsmoiiqYoVAAvXgDIhVfrQ2BUw0fg_6Cfx3BwExHlEvfxabCkXSUEktWOVbUTPxIgE4zPSA0UoZZxQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";23.02.2026 09:49
ORBIS;Dedalus Medical Device Interface (DMDI/MEGS) / Vitaldatenübernahme (SPOT);;;Dedalus Medical Device Interface (DMDI);"Fallbegleitendes Monitoring (egal auf welcher Station ein Patient liegt)

Phase 1 (Dedalus Medical Device Interface (DMDI) - SPOT):
- Anbindung von Medizingeräten - Spot Monitore
-Automatische einmalige Übertragung von Vitalmonitoren nach ORBIS";Nein;;;;Nein;;Nein;Nein;"Voraussetzungen: 
- MEGS System
- Observation-App
- Apache Kafka (besonderer Kafka !)";;Thomas Schwan;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/0B09C04C-E4C3-4180-B5C0-427E97C98D00?nodeType=DOCUMENT"""" target=""_blank"">0B09C04C-E4C3-4180-B5C0-427E97C98D00 </a>";;;Nein;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1817780\u0026session=14068159173354\u0026cs=3uxIIpFAZ7dyYCOg1v_KGoYZGVXyvuEiiFzLSxFwXu4VG6IaP4cByZccfDoSvuSA5cPUFm0h_XPcpoI-MOwQhmQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";15.08.2025 16:21
ORBIS;Operationalisierte Psychodynamische Diagnostik;;;OPD-3;Die Operationalisierte Psychodynamische Diagnostik (OPD-3) ist ein diagnostisches Instrument in der Psychologie und Psychotherapie, das darauf abzielt, psychische Zustände und Prozesse umfassend zu erfassen und zu beschreiben.;Ja;orbis-4u/ CustInst.: Nein<br>udoc-configurator/ CustInst.: Nein<br>assessments/ CustInst.: Nein<br>pdf-server/ CustInst.: Nein;;;Nein;;Nein;Nein;;;Pascal Vette, Phillip Ruisinger;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/29D18F36-A29D-485C-A983-92997963A276?nodeType=DOCUMENT"""" target=""_blank"">29D18F36-A29D-485C-A983-92997963A276 </a>";;60157;;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1425822\u0026session=14068159173354\u0026cs=3DpFeZ4F5xKhOJ3y5XJ9ZNtNx9xa9puXxkJLajgwGEa82nakJUrRNakEluYRNogNisIQ4KDa1j_3FtTaFc2dO1w\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";01.07.2024 13:23
ORBIS;Flycicle Vision;Medication;;Dosing AMTS Service;"Integration in ORBIS Medication
Vergleichbar zu MMI wird eine AMTS Funktionalität geliefert";Nein;;;;Nein;;Nein;Nein;;Dosing AMTS Service;;Nein;"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=80360177"""" target=""_blank"">80360177 </a>";;;ORME_DOSING;Ja;Ja;;Nein;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1146418\u0026session=14068159173354\u0026cs=3NSpvYj4vRRPF_MglbUN4jCPLlGS4QMGpwIjYOiFvPrDxhKnGoKGTT3o1OalGSThfUguwxbi-r42F0YWh5Jtapg\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:36
TIP;TIP HCE Smart - PpUG-Monitor;TIP;;TIP Hce smart;Erstellung der Meldung für den Nachweis der Einhaltung der Pflegepersonaluntergrenzen;Nein;;;;Nein;;Nein;Nein;;;;Nein;;;Kein RfC;;Nein;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1392186\u0026session=14068159173354\u0026cs=3FsuS7llfy5prJAfPcSFkHhswVl6hBstPD2xFq4T9HXy1ztiu9NkMweclXcthb3zfyyWudK1is60rBsZFQnchkQ\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";21.01.2026 15:20
ORBIS;ORBIS U Monitoring 4U;;;Monitoring4U;keine eigene Funktion -> ORBIS U interne Monitoring Lösung auf Basis Prometheus/Grafana;Ja;prometheus/ CustInst.: Nein<br>prometheus-templater/ CustInst.: Nein<br>grafana/ CustInst.: Nein<br>prometheus-node-exporter/ CustInst.: Nein;;;Nein;;Nein;Nein;;;Sebastian Riebeling, Peter Jakobs;Nein;;;;;Nein;Nein;;;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1567880\u0026session=14068159173354\u0026cs=3iRFifH9oLkNO83DlqS9QNlXKU2MGyqY8acGiyigW4haz9DP_DJMaSjZfpBGosKKFVecgle6WbJBN7MlwbhSNQw\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.10.2025 12:02
ORBIS;AddOn - Notaufnahme Ausfallkonzept;;;;"Das Notaufnahme Ausfallkonzept exportiert periodisch PDF-Dateien der anwesenden Patienten einer Notaufnahme. 
Dafür benötigen wir eine Ablage in Form eines freigegebenen Netzwerkordners des Kunden. Dieser muss dann unter 
      /var/orbis/u/mounts/addon-opet/addon-opet
gemountet werden.
Die PDF-Erstellung benötigt keine weiteren Container wie z.B. pdf-server o.ä.";Ja;addon-opet/ CustInst.: Nein;docker-compose-addon-opet.yml;;Nein;;Nein;Nein;;;Carsten Dickhut;Nein;;;;ADD_ZNA_AUKO (60122);;Nein;;;;11.12.2024 10:21
ORBIS;ORBIS U Krankengeschichte;Clinical Services;;U KG (Krankengeschichte), medicalrecord, Medical Record, Journal and Notes, Verlauf und Notizen, MR4U;kombinierte Zusammenfassung aller Dokumente und relevanter Ereignisse in einem chronologischen Format. Einträge in die Krankengeschichte können durch das Anlegen von Dokumenten bzw. Ereignissen aus anderen ORBIS-Applikationen entstehen.;Ja;orbis-4u/ CustInst.: Nein<br>medicalrecord/ CustInst.: Nein<br>orbis-events-4u/ CustInst.: Nein<br>kafka-for-docker/ CustInst.: Nein<br>schema-registry/ CustInst.: Nein<br>search/ CustInst.: Nein;docker-compose-medicalrecord.yml;;Nein;;Nein;Nein;Apache Kafka wird benötigt;;Christoph Fixl;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/6E8FD7DF-79F9-4D8A-997F-8C39D9D97F5A?nodeType=DOCUMENT"""" target=""_blank"">6E8FD7DF-79F9-4D8A-997F-8C39D9D97F5A </a>";;MR4U (60032);Ja;Ja;ja;Ja;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1458337\u0026session=14068159173354\u0026cs=35OSnVHKmbkEko-IOAd0cz6_RghqrYjyYzXbUMkvYt-2pJ7r25cUnQmEMjzLRPY6bOMGpAjFkSbUohcfjKh1Glw\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 16:07
TIP;ORBIS Data Collector Server;;ORBIS DCS;;Daten-Extraktion für DWH/BI Anbbindung von Drittherstellern;Nein;;;;Nein;;Nein;Nein;;Oracle oder MS SQL Server DB;;;"<a href=""https://livelink.agfa.net/Livelink/livelink.exe?func=ll&objaction=overview&objid=69383866"""" target=""_blank"">69383866 </a>";;Kein RfC;;;;;;;06.12.2021 07:27
ORBIS;ORBIS Observation;Pflege;;Observation App;ORBIS Observation ermöglicht Dokumentation und einen umfassenden Überblick über aktuelle medizinische Beobachtungen von Patientinnen und Patienten;Ja;orbis-4u/ CustInst.: Nein<br>observation/ CustInst.: Nein;docker-compose-observation.yml, docker-compose-orbis-4u.yml;observation/ CustInst.: Nein<br>orbis-4u/ CustInst.: Nein;Nein;;Nein;Nein;"Optional:
- Patientenkurve
- DMDI/MEGS";;;Nein;;"<a href=""https://dedalus.interfacing.com/documents/details/D38FC168-32E8-4E3F-91BA-F4C9D12C862F?nodeType=DOCUMENT"""" target=""_blank"">D38FC168-32E8-4E3F-91BA-F4C9D12C862F </a>";;;Nein;Nein;;Nein;"<a href=""javascript:apex.theme42.dialog('\u002Fords\u002Fr\u002Fcmdb\u002Fpmone\u002Fhistorie?p18_id=1901804\u0026session=14068159173354\u0026cs=3oD_n76b6dTT9Hn-pJHxgAyHAg2i_yDV66Dtm4MQLKjRp0MUa9sW4Bp-gPwAw5i29ROiuuQRWMU-FdkLLtQBDxw\u0026dialogCs=gLb97jFq4Asj5UZI3-lY8CwCesHQyB-RWhjJV1aqnI41RNPh7ROQpDtu1bGF5RlXXqR-mb-aBweJtBgnvQF8gw',{title:'Historie',h:'auto',w:'720',mxw:'960',modal:true,dialog:null,dlgCls:'t-Dialog-page--standard '+''},'','#R1_PRODUCTS')""><i class=""fa fa-archive""></i></a>";24.02.2026 11:39
